GeoType,CDTAType,GeogName,GeoID,Borough,Pop_1E,Pop_1M,Pop_1C,Pop_1P,Pop_1Z,MaleE,MaleM,MaleC,MaleP,MaleZ,FemE,FemM,FemC,FemP,FemZ,PopU5E,PopU5M,PopU5C,PopU5P,PopU5Z,Pop5t9E,Pop5t9M,Pop5t9C,Pop5t9P,Pop5t9Z,Pop10t14E,Pop10t14M,Pop10t14C,Pop10t14P,Pop10t14Z,Pop15t19E,Pop15t19M,Pop15t19C,Pop15t19P,Pop15t19Z,Pop20t24E,Pop20t24M,Pop20t24C,Pop20t24P,Pop20t24Z,Pop25t29E,Pop25t29M,Pop25t29C,Pop25t29P,Pop25t29Z,Pop30t34E,Pop30t34M,Pop30t34C,Pop30t34P,Pop30t34Z,Pop35t39E,Pop35t39M,Pop35t39C,Pop35t39P,Pop35t39Z,Pop40t44E,Pop40t44M,Pop40t44C,Pop40t44P,Pop40t44Z,Pop45t49E,Pop45t49M,Pop45t49C,Pop45t49P,Pop45t49Z,Pop50t54E,Pop50t54M,Pop50t54C,Pop50t54P,Pop50t54Z,Pop55t59E,Pop55t59M,Pop55t59C,Pop55t59P,Pop55t59Z,Pop60t64E,Pop60t64M,Pop60t64C,Pop60t64P,Pop60t64Z,Pop65t69E,Pop65t69M,Pop65t69C,Pop65t69P,Pop65t69Z,Pop70t74E,Pop70t74M,Pop70t74C,Pop70t74P,Pop70t74Z,Pop75t79E,Pop75t79M,Pop75t79C,Pop75t79P,Pop75t79Z,Pop80t84E,Pop80t84M,Pop80t84C,Pop80t84P,Pop80t84Z,Pop85plE,Pop85plM,Pop85plC,Pop85plP,Pop85plZ,PopU181E,PopU181M,PopU181C,PopU181P,PopU181Z,Pop65pl1E,Pop65pl1M,Pop65pl1C,Pop65pl1P,Pop65pl1Z,MdAgeE,MdAgeM,MdAgeC,MdAgeP,MdAgeZ,PopU18_2E,PopU18_2M,PopU18_2C,PopU18_2P,PopU18_2Z,PopU18ME,PopU18MM,PopU18MC,PopU18MP,PopU18MZ,PopU18FE,PopU18FM,PopU18FC,PopU18FP,PopU18FZ,Pop65pl2E,Pop65pl2M,Pop65pl2C,Pop65pl2P,Pop65pl2Z,Pop65plME,Pop65plMM,Pop65plMC,Pop65plMP,Pop65plMZ,Pop65plFE,Pop65plFM,Pop65plFC,Pop65plFP,Pop65plFZ,Pop_2E,Pop_2M,Pop_2C,Pop_2P,Pop_2Z,Hsp1E,Hsp1M,Hsp1C,Hsp1P,Hsp1Z,NHspE,NHspM,NHspC,NHspP,NHspZ,WtNHE,WtNHM,WtNHC,WtNHP,WtNHZ,BlNHE,BlNHM,BlNHC,BlNHP,BlNHZ,AIANNHE,AIANNHM,AIANNHC,AIANNHP,AIANNHZ,AsnNHE,AsnNHM,AsnNHC,AsnNHP,AsnNHZ,NHPINHE,NHPINHM,NHPINHC,NHPINHP,NHPINHZ,OthNHE,OthNHM,OthNHC,OthNHP,OthNHZ,Rc2plNHE,Rc2plNHM,Rc2plNHC,Rc2plNHP,Rc2plNHZ,Hsp2E,Hsp2M,Hsp2C,Hsp2P,Hsp2Z,HspMeE,HspMeM,HspMeC,HspMeP,HspMeZ,HspPRE,HspPRM,HspPRC,HspPRP,HspPRZ,HspCubE,HspCubM,HspCubC,HspCubP,HspCubZ,HspDomE,HspDomM,HspDomC,HspDomP,HspDomZ,HspCAmE,HspCAmM,HspCAmC,HspCAmP,HspCAmZ,HspCRE,HspCRM,HspCRC,HspCRP,HspCRZ,HspGuatmE,HspGuatmM,HspGuatmC,HspGuatmP,HspGuatmZ,HspHndE,HspHndM,HspHndC,HspHndP,HspHndZ,HspNicE,HspNicM,HspNicC,HspNicP,HspNicZ,HspPanE,HspPanM,HspPanC,HspPanP,HspPanZ,HspSalvE,HspSalvM,HspSalvC,HspSalvP,HspSalvZ,HspOCAmE,HspOCAmM,HspOCAmC,HspOCAmP,HspOCAmZ,HspSAmE,HspSAmM,HspSAmC,HspSAmP,HspSAmZ,HspArgE,HspArgM,HspArgC,HspArgP,HspArgZ,HspBolE,HspBolM,HspBolC,HspBolP,HspBolZ,HspChlE,HspChlM,HspChlC,HspChlP,HspChlZ,HspColE,HspColM,HspColC,HspColP,HspColZ,HspEcE,HspEcM,HspEcC,HspEcP,HspEcZ,HspPrgE,HspPrgM,HspPrgC,HspPrgP,HspPrgZ,HspPeruE,HspPeruM,HspPeruC,HspPeruP,HspPeruZ,HspUrgE,HspUrgM,HspUrgC,HspUrgP,HspUrgZ,HspVnzE,HspVnzM,HspVnzC,HspVnzP,HspVnzZ,HspOSAmE,HspOSAmM,HspOSAmC,HspOSAmP,HspOSAmZ,HspOthE,HspOthM,HspOthC,HspOthP,HspOthZ,HspSpnrdE,HspSpnrdM,HspSpnrdC,HspSpnrdP,HspSpnrdZ,HspSpnshE,HspSpnshM,HspSpnshC,HspSpnshP,HspSpnshZ,HspSpAmE,HspSpAmM,HspSpAmC,HspSpAmP,HspSpAmZ,HspAllOthE,HspAllOthM,HspAllOthC,HspAllOthP,HspAllOthZ,Asn1RcE,Asn1RcM,Asn1RcC,Asn1RcP,Asn1RcZ,AsnEastE,AsnEastM,AsnEastC,AsnEastP,AsnEastZ,AsnChiNoTE,AsnChiNoTM,AsnChiNoTC,AsnChiNoTP,AsnChiNoTZ,AsnHmngE,AsnHmngM,AsnHmngC,AsnHmngP,AsnHmngZ,AsnJpnE,AsnJpnM,AsnJpnC,AsnJpnP,AsnJpnZ,AsnKorE,AsnKorM,AsnKorC,AsnKorP,AsnKorZ,AsnMgolE,AsnMgolM,AsnMgolC,AsnMgolP,AsnMgolZ,AsnOkinwE,AsnOkinwM,AsnOkinwC,AsnOkinwP,AsnOkinwZ,AsnTwnE,AsnTwnM,AsnTwnC,AsnTwnP,AsnTwnZ,AsnOEastE,AsnOEastM,AsnOEastC,AsnOEastP,AsnOEastZ,AsnSEastE,AsnSEastM,AsnSEastC,AsnSEastP,AsnSEastZ,AsnBurmE,AsnBurmM,AsnBurmC,AsnBurmP,AsnBurmZ,AsnCmbE,AsnCmbM,AsnCmbC,AsnCmbP,AsnCmbZ,AsnFlpE,AsnFlpM,AsnFlpC,AsnFlpP,AsnFlpZ,AsnIndnsnE,AsnIndnsnM,AsnIndnsnC,AsnIndnsnP,AsnIndnsnZ,AsnLaoE,AsnLaoM,AsnLaoC,AsnLaoP,AsnLaoZ,AsnMalsnE,AsnMalsnM,AsnMalsnC,AsnMalsnP,AsnMalsnZ,AsnMienE,AsnMienM,AsnMienC,AsnMienP,AsnMienZ,AsnSingprE,AsnSingprM,AsnSingprC,AsnSingprP,AsnSingprZ,AsnThaiE,AsnThaiM,AsnThaiC,AsnThaiP,AsnThaiZ,AsnVtnE,AsnVtnM,AsnVtnC,AsnVtnP,AsnVtnZ,AsnOSEastE,AsnOSEastM,AsnOSEastC,AsnOSEastP,AsnOSEastZ,AsnSouthE,AsnSouthM,AsnSouthC,AsnSouthP,AsnSouthZ,AsnIndE,AsnIndM,AsnIndC,AsnIndP,AsnIndZ,AsnBngE,AsnBngM,AsnBngC,AsnBngP,AsnBngZ,AsnBhutnE,AsnBhutnM,AsnBhutnC,AsnBhutnP,AsnBhutnZ,AsnNepalE,AsnNepalM,AsnNepalC,AsnNepalP,AsnNepalZ,AsnPakE,AsnPakM,AsnPakC,AsnPakP,AsnPakZ,AsnSikhE,AsnSikhM,AsnSikhC,AsnSikhP,AsnSikhZ,AsnSriLE,AsnSriLM,AsnSriLC,AsnSriLP,AsnSriLZ,AsnOSouthE,AsnOSouthM,AsnOSouthC,AsnOSouthP,AsnOSouthZ,AsnCntrlE,AsnCntrlM,AsnCntrlC,AsnCntrlP,AsnCntrlZ,AsnKazakhE,AsnKazakhM,AsnKazakhC,AsnKazakhP,AsnKazakhZ,AsnUzbekE,AsnUzbekM,AsnUzbekC,AsnUzbekP,AsnUzbekZ,AsnOCntrlE,AsnOCntrlM,AsnOCntrlC,AsnOCntrlP,AsnOCntrlZ,AsnOAsnE,AsnOAsnM,AsnOAsnC,AsnOAsnP,AsnOAsnZ,Asn2plE,Asn2plM,Asn2plC,Asn2plP,Asn2plZ
CDTA2020,CD,BK01 Williamsburg-Greenpoint (CD 1 Equivalent),BK01,Brooklyn,"203,002","5,193",1.6,100.0,0.0,"99,015","3,175",1.9,48.8,0.9,"103,987","3,190",1.9,51.2,0.9,"17,411","1,630",5.7,8.6,0.8,"11,959","1,263",6.4,5.9,0.6,"11,893","1,179",6.0,5.9,0.6,"10,293","1,117",6.6,5.1,0.5,"13,105","1,328",6.2,6.5,0.6,"26,569","1,542",3.5,13.1,0.7,"27,131","1,507",3.4,13.4,0.7,"19,087","1,279",4.1,9.4,0.6,"14,579","1,035",4.3,7.2,0.5,"9,701",886,5.6,4.8,0.4,"7,828",792,6.2,3.9,0.4,"7,704",873,6.9,3.8,0.4,"7,126",793,6.8,3.5,0.4,"5,542",632,6.9,2.7,0.3,"5,546",663,7.3,2.7,0.3,"2,956",505,10.4,1.5,0.2,"2,140",448,12.7,1.1,0.2,"2,432",573,14.3,1.2,0.3,"47,973","3,116",3.9,23.6,1.4,"18,616","1,265",4.1,9.2,0.6,31.9,0.3,0.5,,,"47,973","3,116",3.9,100.0,0.0,"23,753","1,924",4.9,49.5,2.4,"24,220","1,891",4.7,50.5,2.2,"18,616","1,265",4.1,100.0,0.0,"7,753",765,6.0,41.6,3.0,"10,863",877,4.9,58.4,2.5,"203,002","5,193",1.6,100.0,0.0,"47,699","3,019",3.8,23.5,1.4,"155,303","4,806",1.9,76.5,1.3,"119,737","4,577",2.3,59.0,1.7,"12,659","1,912",9.2,6.2,0.9,133,137,62.4,0.1,0.1,"13,239","1,523",7.0,6.5,0.7,54,81,91.2,0.0,0.0,"1,538",557,22.0,0.8,0.3,"7,943","1,132",8.7,3.9,0.5,"47,699","3,019",3.8,100.0,0.0,"5,411","1,226",13.8,11.3,2.5,"18,288","2,087",6.9,38.3,3.6,"1,178",401,20.7,2.5,0.8,"10,618","1,646",9.4,22.3,3.2,"2,234",643,17.5,4.7,1.3,203,154,46.2,0.4,0.3,441,343,47.2,0.9,0.7,265,145,33.3,0.6,0.3,147,110,45.5,0.3,0.2,517,311,36.6,1.1,0.6,661,356,32.8,1.4,0.7,0,,,,,"6,625","1,171",10.7,13.9,2.3,810,414,31.1,1.7,0.9,45,52,70.1,0.1,0.1,136,93,41.8,0.3,0.2,"2,262",630,16.9,4.7,1.3,"2,097",796,23.1,4.4,1.6,0,,,,,600,300,30.4,1.3,0.6,151,141,56.7,0.3,0.3,503,305,36.8,1.1,0.6,21,33,95.5,0.0,0.1,"3,345",778,14.1,7.0,1.6,"1,069",498,28.3,2.2,1.0,733,284,23.5,1.5,0.6,4,16,243.2,0.0,0.0,"1,539",514,20.3,3.2,1.1,"13,389","1,526",6.9,100.0,0.0,"8,641","1,216",8.6,64.5,5.3,"6,232","1,116",10.9,46.5,6.4,7,13,112.9,0.1,0.1,728,330,27.6,5.4,2.4,"1,350",311,14.0,10.1,2.0,6,9,91.2,0.0,0.1,0,,,,,318,166,31.7,2.4,1.2,0,,,,,"1,156",252,13.2,8.6,1.6,49,48,59.2,0.4,0.4,39,45,69.7,0.3,0.3,717,208,17.6,5.4,1.4,7,9,80.1,0.1,0.1,30,46,93.2,0.2,0.3,0,,,,,0,,,,,61,68,67.9,0.5,0.5,36,50,84.9,0.3,0.4,217,80,22.6,1.6,0.6,0,,,,,"2,762",787,17.3,20.6,5.4,"2,184",680,18.9,16.3,4.7,336,371,67.1,2.5,2.8,0,,,,,57,72,76.6,0.4,0.5,174,118,41.4,1.3,0.9,0,,,,,11,16,88.4,0.1,0.1,0,,,,,323,350,65.9,2.4,2.6,0,,,,,202,332,99.9,1.5,2.5,121,112,56.3,0.9,0.8,25,36,88.1,0.2,0.3,482,195,24.5,3.6,1.4
CDTA2020,CD,BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation),BK02,Brooklyn,"125,637","3,164",1.5,100.0,0.0,"56,635","1,905",2.0,45.1,1.0,"69,002","2,125",1.9,54.9,1.0,"8,121",793,5.9,6.5,0.6,"4,828",696,8.8,3.8,0.5,"4,635",615,8.1,3.7,0.5,"5,545",580,6.4,4.4,0.4,"7,435",739,6.0,5.9,0.6,"14,308","1,045",4.4,11.4,0.8,"17,100","1,015",3.6,13.6,0.7,"13,400","1,015",4.6,10.7,0.8,"9,258",859,5.6,7.4,0.7,"7,601",690,5.5,6.0,0.5,"7,241",683,5.7,5.8,0.5,"5,843",675,7.0,4.7,0.5,"4,596",571,7.6,3.7,0.4,"4,255",498,7.1,3.4,0.4,"3,957",466,7.2,3.1,0.4,"3,085",420,8.3,2.5,0.3,"2,197",388,10.7,1.7,0.3,"2,232",470,12.8,1.8,0.4,"19,820","1,334",4.1,15.8,1.0,"15,726",968,3.7,12.5,0.7,35.3,0.4,0.8,,,"19,820","1,334",4.1,100.0,0.0,"9,658",941,5.9,48.7,3.4,"10,162",866,5.2,51.3,2.7,"15,726",968,3.7,100.0,0.0,"5,966",565,5.8,37.9,2.7,"9,760",709,4.4,62.1,2.4,"125,637","3,164",1.5,100.0,0.0,"16,719","1,577",5.7,13.3,1.2,"108,918","2,901",1.6,86.7,0.8,"61,280","2,249",2.2,48.8,1.3,"23,544","1,616",4.2,18.7,1.2,164,94,35.0,0.1,0.1,"15,010","1,232",5.0,11.9,0.9,19,29,91.7,0.0,0.0,663,282,25.9,0.5,0.2,"8,238","1,161",8.6,6.6,0.9,"16,719","1,577",5.7,100.0,0.0,"2,201",442,12.2,13.2,2.3,"4,973",832,10.2,29.7,4.1,589,259,26.8,3.5,1.5,"2,515",812,19.6,15.0,4.6,"1,493",367,14.9,8.9,2.0,154,104,41.1,0.9,0.6,362,222,37.4,2.2,1.3,151,106,42.6,0.9,0.6,68,51,45.6,0.4,0.3,539,207,23.3,3.2,1.2,219,139,38.5,1.3,0.8,0,,,,,"3,049",845,16.8,18.2,4.7,325,201,37.6,1.9,1.2,0,,,,,248,180,44.2,1.5,1.1,812,523,39.1,4.9,3.1,573,390,41.3,3.4,2.3,27,42,94.6,0.2,0.3,540,318,35.8,3.2,1.9,12,16,82.5,0.1,0.1,499,250,30.5,3.0,1.5,13,21,98.2,0.1,0.1,"1,899",600,19.2,11.4,3.4,213,92,26.3,1.3,0.5,413,158,23.2,2.5,0.9,0,,,,,"1,273",572,27.3,7.6,3.3,"15,114","1,230",4.9,100.0,0.0,"10,663","1,142",6.5,70.6,4.9,"7,708",970,7.6,51.0,4.9,0,,,,,520,180,21.1,3.4,1.2,"2,121",561,16.1,14.0,3.5,32,36,68.0,0.2,0.2,0,,,,,282,122,26.3,1.9,0.8,0,,,,,"1,287",258,12.2,8.5,1.6,6,10,101.3,0.0,0.1,10,19,115.5,0.1,0.1,636,185,17.6,4.2,1.2,41,56,83.2,0.3,0.4,8,11,83.6,0.1,0.1,42,40,57.8,0.3,0.3,0,,,,,46,41,53.9,0.3,0.3,146,84,34.9,1.0,0.5,352,135,23.3,2.3,0.9,0,,,,,"2,711",483,10.8,17.9,2.8,"2,449",470,11.7,16.2,2.8,66,57,52.8,0.4,0.4,0,,,,,0,,,,,122,77,38.5,0.8,0.5,0,,,,,58,47,49.1,0.4,0.3,16,19,72.6,0.1,0.1,44,62,85.2,0.3,0.4,4,9,136.8,0.0,0.1,0,,,,,40,61,92.7,0.3,0.4,62,67,66.1,0.4,0.4,347,159,27.8,2.3,1.0
CDTA2020,CD,BK03 Bedford-Stuyvesant (CD 3 Approximation),BK03,Brooklyn,"180,283","4,883",1.6,100.0,0.0,"83,422","2,802",2.0,46.3,0.9,"96,861","3,102",1.9,53.7,0.9,"12,121","1,262",6.3,6.7,0.7,"10,654","1,085",6.2,5.9,0.6,"11,389","1,055",5.6,6.3,0.6,"9,339",946,6.2,5.2,0.5,"12,077","1,136",5.7,6.7,0.6,"19,656","1,343",4.2,10.9,0.7,"21,709","1,339",3.7,12.0,0.7,"15,979","1,051",4.0,8.9,0.5,"11,960",953,4.8,6.6,0.5,"11,012",976,5.4,6.1,0.5,"9,563",894,5.7,5.3,0.5,"8,709",978,6.8,4.8,0.5,"7,620",792,6.3,4.2,0.4,"5,596",638,6.9,3.1,0.3,"5,210",679,7.9,2.9,0.4,"3,346",519,9.4,1.9,0.3,"2,362",452,11.6,1.3,0.2,"1,981",403,12.4,1.1,0.2,"40,678","2,520",3.8,22.6,1.3,"18,495","1,286",4.2,10.3,0.7,33.4,0.3,0.6,,,"40,678","2,520",3.8,100.0,0.0,"21,104","1,539",4.4,51.9,2.0,"19,574","1,687",5.2,48.1,2.9,"18,495","1,286",4.2,100.0,0.0,"6,768",710,6.4,36.6,2.9,"11,727",959,5.0,63.4,2.7,"180,283","4,883",1.6,100.0,0.0,"33,757","2,322",4.2,18.7,1.2,"146,526","4,656",1.9,81.3,1.4,"49,869","2,846",3.5,27.7,1.4,"78,258","3,837",3.0,43.4,1.8,143,106,45.2,0.1,0.1,"7,588","1,165",9.3,4.2,0.6,142,125,53.7,0.1,0.1,670,260,23.6,0.4,0.1,"9,856","1,462",9.0,5.5,0.8,"33,757","2,322",4.2,100.0,0.0,"5,593","1,244",13.5,16.6,3.5,"8,954","1,254",8.5,26.5,3.2,629,210,20.3,1.9,0.6,"8,635","1,391",9.8,25.6,3.7,"2,723",828,18.5,8.1,2.4,220,217,60.0,0.7,0.6,280,157,34.0,0.8,0.5,296,203,41.6,0.9,0.6,157,139,53.7,0.5,0.4,"1,122",612,33.2,3.3,1.8,635,419,40.1,1.9,1.2,13,21,98.2,0.0,0.1,"4,523",834,11.2,13.4,2.3,218,137,38.3,0.6,0.4,10,16,97.3,0.0,0.0,153,103,41.1,0.5,0.3,"1,247",387,18.9,3.7,1.1,"1,588",559,21.4,4.7,1.6,15,24,97.3,0.0,0.1,414,214,31.4,1.2,0.6,72,78,65.5,0.2,0.2,682,393,35.0,2.0,1.2,124,151,74.1,0.4,0.4,"2,700",722,16.3,8.0,2.1,395,210,32.3,1.2,0.6,262,234,54.4,0.8,0.7,14,20,86.8,0.0,0.1,"2,029",649,19.5,6.0,1.9,"7,778","1,179",9.2,100.0,0.0,"3,839",709,11.2,49.4,5.2,"2,260",601,16.2,29.1,6.3,0,,,,,619,238,23.4,8.0,2.8,671,242,21.9,8.6,2.8,0,,,,,0,,,,,289,162,34.1,3.7,2.0,0,,,,,756,217,17.4,9.7,2.4,15,24,97.3,0.2,0.3,3,12,243.2,0.0,0.2,348,150,26.1,4.5,1.8,21,33,95.5,0.3,0.4,0,,,,,56,93,101.0,0.7,1.2,0,,,,,21,32,92.6,0.3,0.4,128,81,38.6,1.6,1.0,164,80,29.8,2.1,1.0,0,,,,,"2,831","1,038",22.3,36.4,12.2,"1,685",625,22.6,21.7,7.3,839,817,59.2,10.8,10.4,0,,,,,60,83,84.5,0.8,1.1,212,103,29.4,2.7,1.3,0,,,,,0,,,,,35,42,73.0,0.4,0.5,39,35,54.5,0.5,0.4,15,21,85.1,0.2,0.3,1,3,182.4,0.0,0.0,23,28,73.5,0.3,0.4,147,95,39.2,1.9,1.2,166,105,38.6,2.1,1.3
CDTA2020,CD,BK04 Bushwick (CD 4 Equivalent),BK04,Brooklyn,"111,975","3,839",2.1,100.0,0.0,"54,463","2,384",2.7,48.6,1.3,"57,512","2,342",2.5,51.4,1.1,"4,157",775,11.3,3.7,0.7,"4,346",685,9.6,3.9,0.6,"5,216",728,8.5,4.7,0.6,"4,674",699,9.1,4.2,0.6,"11,144","1,235",6.7,10.0,1.0,"17,895","1,306",4.4,16.0,1.0,"15,039","1,180",4.8,13.4,0.9,"9,819",872,5.4,8.8,0.7,"7,282",759,6.3,6.5,0.6,"6,023",705,7.1,5.4,0.6,"5,459",661,7.4,4.9,0.6,"4,965",717,8.8,4.4,0.6,"4,342",623,8.7,3.9,0.5,"3,856",574,9.0,3.4,0.5,"3,004",478,9.7,2.7,0.4,"2,193",530,14.7,2.0,0.5,"1,245",331,16.2,1.1,0.3,"1,316",341,15.7,1.2,0.3,"16,658","1,583",5.8,14.9,1.3,"11,614","1,059",5.5,10.4,0.9,32.8,0.4,0.7,,,"16,658","1,583",5.8,100.0,0.0,"8,647",997,7.0,51.9,3.4,"8,011","1,026",7.8,48.1,4.1,"11,614","1,059",5.5,100.0,0.0,"4,910",652,8.1,42.3,4.1,"6,704",774,7.0,57.7,4.1,"111,975","3,839",2.1,100.0,0.0,"54,624","3,406",3.8,48.8,2.5,"57,351","2,578",2.7,51.2,1.5,"27,062","1,621",3.6,24.2,1.2,"18,717","1,859",6.0,16.7,1.6,131,145,67.3,0.1,0.1,"6,538",877,8.2,5.8,0.8,1,3,182.4,0.0,0.0,"1,177",607,31.3,1.1,0.5,"3,725",667,10.9,3.3,0.6,"54,624","3,406",3.8,100.0,0.0,"9,176","1,797",11.9,16.8,3.1,"15,442","1,833",7.2,28.3,2.9,848,377,27.0,1.6,0.7,"12,639","1,790",8.6,23.1,2.9,"4,082","1,166",17.4,7.5,2.1,271,257,57.7,0.5,0.5,"1,136",655,35.0,2.1,1.2,"1,576",787,30.3,2.9,1.4,105,87,50.1,0.2,0.2,263,180,41.7,0.5,0.3,731,442,36.8,1.3,0.8,0,,,,,"9,375","1,715",11.1,17.2,3.0,160,126,48.0,0.3,0.2,0,,,,,119,115,58.8,0.2,0.2,"1,276",448,21.4,2.3,0.8,"5,894","1,528",15.8,10.8,2.7,28,33,71.9,0.1,0.1,776,385,30.2,1.4,0.7,98,81,50.3,0.2,0.1,822,331,24.5,1.5,0.6,202,206,61.9,0.4,0.4,"3,062",898,17.8,5.6,1.6,974,612,38.2,1.8,1.1,148,89,36.5,0.3,0.2,26,41,95.9,0.0,0.1,"1,914",638,20.3,3.5,1.1,"6,668",886,8.1,100.0,0.0,"3,924",666,10.3,58.8,6.2,"2,659",582,13.3,39.9,6.9,6,12,121.6,0.1,0.2,386,177,27.9,5.8,2.5,735,251,20.8,11.0,3.5,0,,,,,0,,,,,138,98,43.2,2.1,1.4,0,,,,,"1,134",317,17.0,17.0,4.2,0,,,,,0,,,,,872,293,20.4,13.1,4.0,44,53,73.1,0.7,0.8,36,43,72.9,0.5,0.6,4,8,121.6,0.1,0.1,0,,,,,7,19,165.0,0.1,0.3,0,,,,,171,97,34.6,2.6,1.4,0,,,,,"1,357",453,20.3,20.4,6.2,871,336,23.5,13.1,4.7,136,161,72.1,2.0,2.4,0,,,,,113,208,111.9,1.7,3.1,186,131,43.0,2.8,1.9,0,,,,,51,74,88.2,0.8,1.1,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,157,178,69.0,2.4,2.7,96,84,53.1,1.4,1.2
CDTA2020,CD,BK05 East New York-Cypress Hills (CD 5 Approximation),BK05,Brooklyn,"201,036","5,602",1.7,100.0,0.0,"93,151","3,456",2.3,46.3,1.1,"107,885","3,475",2.0,53.7,0.9,"13,118","1,467",6.8,6.5,0.7,"13,045","1,223",5.7,6.5,0.6,"15,109","1,252",5.0,7.5,0.6,"13,577","1,129",5.1,6.8,0.5,"12,094","1,125",5.7,6.0,0.5,"14,508","1,245",5.2,7.2,0.6,"14,888","1,233",5.0,7.4,0.6,"13,162","1,184",5.5,6.5,0.6,"12,185","1,082",5.4,6.1,0.5,"11,371",973,5.2,5.7,0.5,"12,959","1,033",4.8,6.4,0.5,"13,342","1,198",5.5,6.6,0.6,"12,279","1,031",5.1,6.1,0.5,"10,157","1,011",6.1,5.1,0.5,"6,793",707,6.3,3.4,0.3,"5,101",678,8.1,2.5,0.3,"3,318",519,9.5,1.7,0.3,"4,030",696,10.5,2.0,0.3,"49,466","2,790",3.4,24.6,1.2,"29,399","1,642",3.4,14.6,0.7,36.6,0.6,0.9,,,"49,466","2,790",3.4,100.0,0.0,"25,360","1,868",4.5,51.3,2.4,"24,106","1,766",4.5,48.7,2.3,"29,399","1,642",3.4,100.0,0.0,"11,898","1,040",5.3,40.5,2.7,"17,501","1,122",3.9,59.5,1.9,"201,036","5,602",1.7,100.0,0.0,"70,092","3,822",3.3,34.9,1.6,"130,944","4,758",2.2,65.1,1.5,"6,469",910,8.6,3.2,0.4,"100,580","4,437",2.7,50.0,1.7,351,268,46.5,0.2,0.1,"12,695","1,803",8.6,6.3,0.9,303,207,41.5,0.2,0.1,"3,798","1,025",16.4,1.9,0.5,"6,748","1,235",11.1,3.4,0.6,"70,092","3,822",3.3,100.0,0.0,"4,020","1,144",17.3,5.7,1.6,"20,477","2,240",6.7,29.2,2.8,311,180,35.3,0.4,0.3,"26,044","2,501",5.8,37.2,2.9,"5,622","1,249",13.5,8.0,1.7,420,283,40.9,0.6,0.4,"1,184",781,40.1,1.7,1.1,"1,211",490,24.6,1.7,0.7,192,155,49.2,0.3,0.2,"1,368",447,19.8,2.0,0.6,"1,210",632,31.8,1.7,0.9,37,58,95.3,0.1,0.1,"9,168","1,934",12.8,13.1,2.7,95,71,45.6,0.1,0.1,0,,,,,199,185,56.6,0.3,0.3,626,219,21.3,0.9,0.3,"6,622","1,813",16.6,9.4,2.5,0,,,,,"1,193",569,29.0,1.7,0.8,52,65,75.5,0.1,0.1,162,151,56.5,0.2,0.2,219,201,55.7,0.3,0.3,"4,450",956,13.1,6.3,1.3,675,498,44.8,1.0,0.7,428,293,41.6,0.6,0.4,32,51,96.9,0.0,0.1,"3,315",751,13.8,4.7,1.0,"12,734","1,803",8.6,100.0,0.0,"1,889",599,19.3,14.8,4.2,"1,594",555,21.2,12.5,4.0,0,,,,,1,3,182.4,0.0,0.0,288,226,47.7,2.3,1.7,0,,,,,0,,,,,6,12,121.6,0.0,0.1,0,,,,,337,183,33.0,2.6,1.4,85,111,79.5,0.7,0.9,32,52,98.8,0.3,0.4,182,129,43.2,1.4,1.0,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,38,41,66.4,0.3,0.3,0,,,,,"10,175","1,770",10.6,79.9,8.1,"4,221",929,13.4,33.1,5.6,"5,864","1,504",15.6,46.0,9.9,0,,,,,0,,,,,90,89,59.9,0.7,0.7,0,,,,,0,,,,,0,,,,,184,301,99.4,1.4,2.4,0,,,,,184,301,99.4,1.4,2.4,0,,,,,111,98,53.5,0.9,0.8,38,42,67.2,0.3,0.3
